"Type","Name","URL","Inheritance","User/group","Principaltype","Accountname","Permissions","TargetURL","DesURL"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalWorkflowslist","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/DocumentCopyAudit","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/DocumentCopyAudit","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/DocumentCopyAudit","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/DocumentCopyAudit","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/DocumentCopyAudit"
"List/Library","Document Copy Audit","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/DocumentCopyAudit","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/DocumentCopyAudit"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EngagementLibraryStatus","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EngagementLibraryStatus","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EngagementLibraryStatus","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EngagementLibraryStatus","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Add Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EngagementLibraryStatus"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EngagementLibraryStatus","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EngagementLibraryStatus"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSWorkflowMapping","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSWorkflowMapping","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSWorkflowMapping","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSWorkflowMapping","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSWorkflowMapping","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSWorkflowMapping","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSWorkflowMapping","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSWorkflowMapping","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSWorkflowMapping"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/GEARContracts","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/GEARContracts","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/GEARContracts","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/GEARContracts","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/GEARContracts","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/GEARContracts","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/GEARContracts","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/GEARContracts"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read and Personalize;Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;Read and Personalize;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Business Unit Access","SharePoint group","Business Unit Access","Read;Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Read;Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/SitePages","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/SitePages"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","Business Unit Access","SharePoint group","Business Unit Access","Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
"List/Library","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International_Library","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/EngagementDocumentLibrary","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/EngagementDocumentLibrary"
