"Type","Name","URL","Inheritance","User/group","Principaltype","Accountname","Permissions","TargetURL","DesURL"
"List/Library","Engagement Library Status","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EngagementLibraryStatus","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EngagementLibraryStatus"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSWorkflowMapping","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSWorkflowMapping","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSWorkflowMapping","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSWorkflowMapping","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSWorkflowMapping","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSWorkflowMapping","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSWorkflowMapping","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSWorkflowMapping"
"List/Library","EYI My Docs Workflow Mapping","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/EYOSWorkflowMapping","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/EYOSWorkflowMapping"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/GEARContracts","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/GEARContracts","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/GEARContracts","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/GEARContracts","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/GEARContracts","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/GEARContracts","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/GEARContracts"
"List/Library","GEAR Document Links","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/Lists/GEARContracts","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/Lists/GEARContracts"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read and Personalize;Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;Read and Personalize;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Business Unit Access","SharePoint group","Business Unit Access","Read;Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Read;Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","Site Pages","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/SitePages","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/SitePages"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Business Unit Access","SharePoint group","Business Unit Access","Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"List/Library","THE ROYAL AUTOMOBILE CLUB OF WA INC - WA_PCS_18/The Royal Automobile Club of WA_Library","https://au.eyonespace.ey.net/sites/33fa884e907a4fd4b594d7ea883dd693/EngagementDocumentLibrary","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001739-mm/EngagementDocumentLibrary"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Team Member Restricted;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Team Member;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Business Unit Access","SharePoint group","Business Unit Access","Business Unit Access;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Edit;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Engagement Home Owners","SharePoint group","Engagement Home Owners","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","eViewer Contributor","SharePoint group","eViewer Contributor","eViewer Contributor;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Excel Services Viewers","SharePoint group","Excel Services Viewers","View Only;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Scan To Library Contributor","SharePoint group","Scan To Library Contributor","Contribute;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","Tax Quality","SharePoint group","Tax Quality","Tax Quality;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"Site","TOWER CRANES INTERNATIONAL PTY LTD - NSW_PCS_18/PERM_Tower Cranes International","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalStepslist","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalStepslist","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalStepslist","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalStepslist","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalStepslist","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalStepslist","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalStepslist","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Steps","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalStepslist","Custom","P.MSMQDEPIWRITE.17","User","i:0#.w|ey\p.msmqdepiwrite.17","Full Control;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalStepslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) Team Member Restricted","SharePoint group","(Internal) Team Member Restricted","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalWorkflowslist","Custom","(Internal) Team Members","SharePoint group","(Internal) Team Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalWorkflowslist","Custom","Engagement Home Members","SharePoint group","Engagement Home Members","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalWorkflowslist","Custom","Engagement Home Visitors","SharePoint group","Engagement Home Visitors","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalWorkflowslist","Custom","Tax Engagement Owners","SharePoint group","Tax Engagement Owners","Tax Engagement Owner;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalWorkflowslist","Custom","Tax File Administrators","SharePoint group","Tax File Administrators","Tax File Administrator;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalWorkflowslist"
"List/Library","Approval Workflows","https://au.eyonespace.ey.net/sites/4625020edd234285a358c896ed68eece/Lists/EYOSApprovalWorkflowslist","Custom","Tax Quality","SharePoint group","Tax Quality","Read;","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm","https://eyaustralia.sharepoint.com/sites/eyimdaus-0001448-mm/Lists/EYOSApprovalWorkflowslist"
